Dato	Time	P_mm	T_minC	T_maxC	F_MetaRiverStation
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
30.8.2012	0:00:00	3.963	16.971	23.254	2895.0
31.8.2012	0:00:00	0.0	16.539	20.958	2578.0
1.9.2012	0:00:00	0.0	15.801	24.232	2218.0
2.9.2012	0:00:00	0.098	17.384	24.394	1906.0
3.9.2012	0:00:00	0.36	16.919	21.858	1649.0
4.9.2012	0:00:00	0.597	17.609	24.376	1581.0
5.9.2012	0:00:00	3.621	17.323	24.277	1662.0
6.9.2012	0:00:00	5.369	17.142	24.334	1714.0
7.9.2012	0:00:00	0.0	16.14	25.48	1561.0
8.9.2012	0:00:00	3.721	17.139	25.07	1378.0
9.9.2012	0:00:00	2.676	17.066	25.339	1453.0
10.9.2012	0:00:00	18.538	16.642	25.53	1448.0
11.9.2012	0:00:00	4.632	17.252	23.055	1596.0
12.9.2012	0:00:00	0.0	16.495	24.249	1719.0
13.9.2012	0:00:00	1.445	17.879	23.5	1696.0
14.9.2012	0:00:00	0.0	15.633	25.393	1746.0
15.9.2012	0:00:00	0.0	15.609	24.137	1688.0
16.9.2012	0:00:00	0.007	15.931	25.863	1584.0
17.9.2012	0:00:00	2.527	17.808	24.23	1262.0
18.9.2012	0:00:00	2.457	16.945	26.621	1214.0
19.9.2012	0:00:00	17.156	17.058	25.757	1220.0
20.9.2012	0:00:00	0.659	17.625	25.915	1123.0
21.9.2012	0:00:00	0.301	18.151	25.757	1011.0
22.9.2012	0:00:00	13.915	17.496	25.532	945.0
23.9.2012	0:00:00	2.927	17.349	26.303	880.1
24.9.2012	0:00:00	43.275	16.586	24.581	900.8
25.9.2012	0:00:00	10.174	17.883	25.968	1118.0
26.9.2012	0:00:00	0.224	17.49	26.262	1213.0
27.9.2012	0:00:00	18.132	17.263	23.399	1262.0
28.9.2012	0:00:00	11.736	16.461	25.563	1407.0
29.9.2012	0:00:00	2.838	17.455	24.879	1230.0
30.9.2012	0:00:00	6.463	18.419	24.174	1107.0
1.10.2012	0:00:00	3.63	17.89	25.63	1107.0
2.10.2012	0:00:00	8.241	17.858	24.842	1032.0
3.10.2012	0:00:00	0.098	16.097	27.364	1154.0
4.10.2012	0:00:00	9.463	18.268	25.813	1150.0
5.10.2012	0:00:00	21.769	18.456	25.646	1128.0
6.10.2012	0:00:00	27.079	19.034	23.471	1243.0
7.10.2012	0:00:00	0.433	18.879	26.275	2170.0
8.10.2012	0:00:00	11.427	18.586	24.363	1857.0
9.10.2012	0:00:00	0.0	16.751	27.45	2067.0
10.10.2012	0:00:00	0.177	16.785	27.573	1691.0
11.10.2012	0:00:00	0.128	18.405	26.815	1380.0
12.10.2012	0:00:00	15.266	18.138	25.516	1103.0
13.10.2012	0:00:00	27.126	18.561	24.848	1184.0
14.10.2012	0:00:00	3.782	18.463	23.769	1408.0
15.10.2012	0:00:00	4.682	17.307	26.159	1752.0
16.10.2012	0:00:00	25.522	18.453	24.209	1353.0
17.10.2012	0:00:00	3.699	19.296	25.172	1740.0
18.10.2012	0:00:00	29.657	18.665	24.369	1665.0
19.10.2012	0:00:00	12.814	18.432	25.223	1866.0
20.10.2012	0:00:00	6.143	19.281	24.954	1876.0
21.10.2012	0:00:00	17.372	18.466	24.669	2161.0
22.10.2012	0:00:00	20.135	18.456	25.695	2126.0
23.10.2012	0:00:00	0.057	19.308	26.181	2213.0
24.10.2012	0:00:00	12.395	19.339	25.966	1973.0
25.10.2012	0:00:00	2.283	17.185	27.906	2051.0
26.10.2012	0:00:00	18.762	16.935	26.085	1942.0
27.10.2012	0:00:00	0.013	17.373	26.853	1757.0
28.10.2012	0:00:00	0.123	16.781	27.395	1473.0
29.10.2012	0:00:00	2.656	16.846	26.63	1261.0
30.10.2012	0:00:00	17.333	18.175	24.918	1350.0
31.10.2012	0:00:00	0.063	18.226	26.958	1729.0
1.11.2012	0:00:00	0.186	17.731	27.588	1592.0
2.11.2012	0:00:00	1.409	17.262	26.121	1310.0
3.11.2012	0:00:00	3.725	19.055	26.637	1120.0
4.11.2012	0:00:00	18.264	18.438	25.232	962.4
5.11.2012	0:00:00	24.689	18.702	23.47	958.8
6.11.2012	0:00:00	0.0	16.983	26.148	1552.0
7.11.2012	0:00:00	0.478	16.381	27.504	1726.0
8.11.2012	0:00:00	16.706	19.27	26.484	1464.0
9.11.2012	0:00:00	0.164	18.679	27.002	1340.0
10.11.2012	0:00:00	0.363	17.785	27.55	1223.0
11.11.2012	0:00:00	3.925	17.96	26.869	1058.0
12.11.2012	0:00:00	4.339	17.405	26.358	902.1
13.11.2012	0:00:00	18.696	19.491	24.276	1037.0
14.11.2012	0:00:00	1.429	18.406	25.161	1252.0
15.11.2012	0:00:00	5.135	18.672	24.689	1091.0
16.11.2012	0:00:00	5.214	19.134	26.778	1103.0
17.11.2012	0:00:00	27.225	19.25	25.711	1384.0
18.11.2012	0:00:00	32.567	18.82	25.144	1841.0
19.11.2012	0:00:00	0.494	19.263	26.986	2183.0
20.11.2012	0:00:00	0.01	18.888	27.291	2137.0
21.11.2012	0:00:00	0.153	18.1	27.594	1741.0
22.11.2012	0:00:00	0.581	18.114	26.883	1421.0
23.11.2012	0:00:00	1.436	18.849	26.985	1233.0
24.11.2012	0:00:00	0.123	19.396	27.723	1009.0
25.11.2012	0:00:00	0.0	16.977	28.007	866.0
26.11.2012	0:00:00	2.101	18.313	26.038	754.2
27.11.2012	0:00:00	0.099	18.996	26.464	728.6
28.11.2012	0:00:00	0.013	19.0	26.951	726.6
29.11.2012	0:00:00	0.007	19.731	27.033	724.0
30.11.2012	0:00:00	0.153	19.275	26.8	638.4
1.12.2012	0:00:00	0.011	19.039	26.685	577.3
2.12.2012	0:00:00	0.885	19.017	26.346	529.7
3.12.2012	0:00:00	0.107	18.499	26.568	503.1
4.12.2012	0:00:00	0.161	18.4	26.14	491.5
5.12.2012	0:00:00	0.324	18.165	27.668	514.2
6.12.2012	0:00:00	1.163	17.61	26.992	500.0
7.12.2012	0:00:00	4.109	19.49	27.076	561.2
8.12.2012	0:00:00	0.103	19.39	26.636	556.0
9.12.2012	0:00:00	0.0	18.555	26.703	469.6
10.12.2012	0:00:00	0.161	17.371	26.883	428.0
11.12.2012	0:00:00	0.0	17.772	27.922	431.2
12.12.2012	0:00:00	0.01	18.017	27.658	440.8
13.12.2012	0:00:00	0.085	18.33	27.653	396.0
14.12.2012	0:00:00	5.186	19.126	26.031	375.2
15.12.2012	0:00:00	4.131	18.458	26.226	355.1
16.12.2012	0:00:00	6.447	18.6	27.014	350.7
17.12.2012	0:00:00	0.0	18.851	26.694	538.1
18.12.2012	0:00:00	0.0	19.377	25.902	571.7
19.12.2012	0:00:00	0.033	18.198	26.014	567.2
20.12.2012	0:00:00	0.032	17.519	27.075	480.5
21.12.2012	0:00:00	0.0	18.097	27.385	452.1
22.12.2012	0:00:00	0.0	18.539	27.828	422.1
23.12.2012	0:00:00	90.87	18.555	22.733	509.4
24.12.2012	0:00:00	0.071	17.539	24.26	1981.0
25.12.2012	0:00:00	4.872	17.422	24.204	1754.0
26.12.2012	0:00:00	2.576	18.483	26.178	1374.0
27.12.2012	0:00:00	8.581	19.762	25.808	1227.0
28.12.2012	0:00:00	0.657	17.924	27.148	1045.0
29.12.2012	0:00:00	0.0	16.613	26.738	860.2
30.12.2012	0:00:00	0.0	17.125	26.635	656.4
31.12.2012	0:00:00	0.018	16.183	26.701	547.8
1.1.2013	0:00:00	0.0	16.629	26.653	482.1
2.1.2013	0:00:00	0.0	16.288	26.492	478.2
3.1.2013	0:00:00	1.349	16.404	26.969	466.9
4.1.2013	0:00:00	0.0	16.248	26.895	450.1
5.1.2013	0:00:00	0.0	15.993	27.117	430.8
6.1.2013	0:00:00	0.0	15.967	26.888	401.1
7.1.2013	0:00:00	0.0	14.292	27.26	371.1
8.1.2013	0:00:00	0.0	15.757	26.404	324.0
9.1.2013	0:00:00	2.82	16.552	25.419	319.1
10.1.2013	0:00:00	0.0	17.456	27.142	346.4
11.1.2013	0:00:00	0.032	15.457	28.099	329.3
12.1.2013	0:00:00	0.351	16.344	27.211	327.7
13.1.2013	0:00:00	4.92	19.092	25.971	330.9
14.1.2013	0:00:00	2.489	19.592	25.081	324.2
15.1.2013	0:00:00	0.147	18.144	26.583	321.2
16.1.2013	0:00:00	0.0	18.677	27.424	306.2
17.1.2013	0:00:00	0.09	19.801	26.803	296.9
18.1.2013	0:00:00	0.025	20.101	25.836	311.7
19.1.2013	0:00:00	0.0	17.614	26.527	277.3
20.1.2013	0:00:00	0.0	17.573	26.706	250.2
21.1.2013	0:00:00	0.0	18.497	26.953	251.4
22.1.2013	0:00:00	0.007	18.52	27.662	235.4
23.1.2013	0:00:00	0.094	18.981	26.707	253.9
24.1.2013	0:00:00	0.017	19.39	26.403	250.2
25.1.2013	0:00:00	0.289	20.238	27.615	253.9
26.1.2013	0:00:00	0.0	18.969	28.995	242.8
27.1.2013	0:00:00	0.061	17.839	28.44	258.8
28.1.2013	0:00:00	0.008	18.395	28.318	210.4
29.1.2013	0:00:00	0.011	16.919	28.069	201.2
30.1.2013	0:00:00	0.394	17.905	28.506	268.7
31.1.2013	0:00:00	0.107	18.998	27.839	256.4
1.2.2013	0:00:00	0.0	19.157	26.956	233.4
2.2.2013	0:00:00	0.005	19.445	27.842	235.0
3.2.2013	0:00:00	0.0	17.964	28.408	233.6
4.2.2013	0:00:00	0.0	19.021	28.942	214.0
5.2.2013	0:00:00	1.442	20.154	26.737	208.8
6.2.2013	0:00:00	15.116	20.056	26.687	223.1
7.2.2013	0:00:00	0.124	19.783	28.36	199.8
8.2.2013	0:00:00	0.07	20.234	27.692	168.0
9.2.2013	0:00:00	7.334	20.044	26.174	191.8
10.2.2013	0:00:00	1.547	19.533	25.83	194.0
11.2.2013	0:00:00	16.596	19.468	26.176	180.3
12.2.2013	0:00:00	4.828	19.889	25.782	246.5
13.2.2013	0:00:00	0.26	18.078	26.46	234.8
14.2.2013	0:00:00	0.0	18.206	27.618	197.6
15.2.2013	0:00:00	0.008	19.298	27.548	179.6
16.2.2013	0:00:00	0.177	18.914	26.72	167.3
17.2.2013	0:00:00	3.042	19.076	23.823	229.9
18.2.2013	0:00:00	0.253	19.65	26.047	183.2
19.2.2013	0:00:00	0.0	19.041	27.438	269.9
20.2.2013	0:00:00	1.021	18.944	27.426	271.4
21.2.2013	0:00:00	1.111	19.402	25.829	293.4
22.2.2013	0:00:00	0.599	18.825	27.796	256.5
23.2.2013	0:00:00	0.106	18.627	28.15	249.7
24.2.2013	0:00:00	4.397	19.199	26.581	250.6
25.2.2013	0:00:00	0.0	19.537	26.941	275.8
26.2.2013	0:00:00	0.0	17.975	27.358	347.2
27.2.2013	0:00:00	0.248	20.212	26.323	377.3
28.2.2013	0:00:00	12.911	19.697	24.689	312.7
1.3.2013	0:00:00	0.418	19.285	26.15	297.7
2.3.2013	0:00:00	0.0	18.828	27.467	327.5
3.3.2013	0:00:00	0.992	18.421	26.76	309.3
4.3.2013	0:00:00	21.406	18.952	23.832	311.7
5.3.2013	0:00:00	3.546	19.248	27.584	277.1
6.3.2013	0:00:00	9.359	19.863	25.926	332.9
7.3.2013	0:00:00	4.482	19.766	27.569	466.1
8.3.2013	0:00:00	1.394	19.023	27.084	455.4
9.3.2013	0:00:00	2.75	19.438	25.61	417.8
10.3.2013	0:00:00	4.179	17.486	26.223	364.8
11.3.2013	0:00:00	0.068	18.081	28.176	310.9
12.3.2013	0:00:00	6.92	18.494	26.125	360.3
13.3.2013	0:00:00	0.916	19.229	28.487	470.1
14.3.2013	0:00:00	0.0	19.418	26.883	481.4
15.3.2013	0:00:00	14.763	20.2	25.914	578.2
16.3.2013	0:00:00	3.166	18.695	26.574	524.7
17.3.2013	0:00:00	16.505	19.643	25.158	478.6
18.3.2013	0:00:00	12.884	18.824	24.973	480.0
19.3.2013	0:00:00	1.636	19.019	26.342	638.2
20.3.2013	0:00:00	0.228	20.134	27.382	716.1
21.3.2013	0:00:00	0.072	19.7	25.656	624.5
22.3.2013	0:00:00	11.043	19.705	26.416	525.6
23.3.2013	0:00:00	27.728	18.634	22.976	584.5
24.3.2013	0:00:00	0.02	17.831	26.845	607.3
25.3.2013	0:00:00	0.344	18.866	26.814	605.2
26.3.2013	0:00:00	0.007	19.867	26.99	580.6
27.3.2013	0:00:00	0.0	17.664	27.733	576.2
28.3.2013	0:00:00	5.287	19.181	24.936	532.4
29.3.2013	0:00:00	7.889	17.724	25.758	472.3
30.3.2013	0:00:00	6.12	18.844	24.729	486.5
31.3.2013	0:00:00	2.142	19.157	25.858	498.8
1.4.2013	0:00:00	0.064	18.986	26.822	486.3
2.4.2013	0:00:00	4.693	19.044	25.131	475.5
3.4.2013	0:00:00	3.085	18.201	26.77	448.3
4.4.2013	0:00:00	1.92	19.605	27.297	419.5
5.4.2013	0:00:00	0.106	19.326	26.719	411.1
6.4.2013	0:00:00	0.0	19.043	27.761	383.0
7.4.2013	0:00:00	0.091	18.923	27.875	339.7
8.4.2013	0:00:00	15.167	19.172	27.067	301.1
9.4.2013	0:00:00	3.168	18.668	27.222	324.8
10.4.2013	0:00:00	2.376	19.397	25.968	314.4
11.4.2013	0:00:00	0.213	18.767	28.102	332.7
12.4.2013	0:00:00	1.12	19.52	27.957	330.3
13.4.2013	0:00:00	0.853	19.667	27.958	320.9
14.4.2013	0:00:00	42.658	19.748	25.342	344.7
15.4.2013	0:00:00	25.406	20.12	25.591	566.7
16.4.2013	0:00:00	11.685	19.393	27.359	863.6
17.4.2013	0:00:00	4.809	19.07	26.027	992.1
18.4.2013	0:00:00	36.701	19.128	25.035	1173.0
19.4.2013	0:00:00	42.94	18.79	22.875	1784.0
20.4.2013	0:00:00	0.366	18.977	24.464	2088.0
21.4.2013	0:00:00	3.437	18.898	23.756	2080.0
22.4.2013	0:00:00	7.171	18.979	24.414	2131.0
23.4.2013	0:00:00	15.588	18.942	23.419	1891.0
24.4.2013	0:00:00	13.195	19.253	25.224	2047.0
25.4.2013	0:00:00	0.011	19.555	25.819	2161.0
26.4.2013	0:00:00	0.0	18.398	26.703	1902.0
27.4.2013	0:00:00	0.591	18.049	27.151	1647.0
28.4.2013	0:00:00	2.121	19.346	26.027	1322.0
29.4.2013	0:00:00	54.813	18.922	23.471	1060.0
30.4.2013	0:00:00	7.214	18.733	25.922	1454.0
1.5.2013	0:00:00	4.979	19.185	24.795	1802.0
2.5.2013	0:00:00	15.956	18.807	24.645	1799.0
3.5.2013	0:00:00	2.608	19.171	26.33	1801.0
4.5.2013	0:00:00	12.209	18.908	25.845	1895.0
5.5.2013	0:00:00	37.311	19.129	23.261	2147.0
6.5.2013	0:00:00	0.71	19.555	25.645	2152.0
7.5.2013	0:00:00	48.168	18.294	22.299	2189.0
8.5.2013	0:00:00	2.075	18.698	25.134	2615.0
9.5.2013	0:00:00	22.675	18.691	24.225	2609.0
10.5.2013	0:00:00	12.817	18.612	25.858	2621.0
11.5.2013	0:00:00	1.176	19.312	26.392	2809.0
12.5.2013	0:00:00	0.0	19.152	26.816	2833.0
13.5.2013	0:00:00	2.483	19.485	25.144	2851.0
14.5.2013	0:00:00	0.832	19.721	25.321	2505.0
15.5.2013	0:00:00	12.22	19.403	24.934	1901.0
16.5.2013	0:00:00	6.027	19.552	25.433	1602.0
17.5.2013	0:00:00	27.206	18.895	23.651	1652.0
18.5.2013	0:00:00	18.135	19.23	26.21	2797.0
19.5.2013	0:00:00	22.999	19.331	23.485	2627.0
20.5.2013	0:00:00	4.06	19.2	23.04	2254.0
21.5.2013	0:00:00	13.366	19.16	23.461	2221.0
22.5.2013	0:00:00	10.15	18.562	24.406	2415.0
23.5.2013	0:00:00	4.864	18.89	23.524	2963.0
24.5.2013	0:00:00	21.387	18.717	25.71	3016.0
25.5.2013	0:00:00	1.72	18.749	26.786	3149.0
26.5.2013	0:00:00	30.575	18.882	23.445	2992.0
27.5.2013	0:00:00	3.654	17.814	24.547	2985.0
28.5.2013	0:00:00	9.904	18.968	24.02	3114.0
29.5.2013	0:00:00	6.375	17.682	25.989	2839.0
30.5.2013	0:00:00	4.316	18.626	24.48	2387.0
31.5.2013	0:00:00	21.672	18.722	25.222	2516.0
1.6.2013	0:00:00	7.105	17.673	24.379	2815.0
2.6.2013	0:00:00	4.559	18.207	23.866	2621.0
3.6.2013	0:00:00	37.488	18.153	22.597	2416.0
4.6.2013	0:00:00	0.756	18.06	25.216	2857.0
5.6.2013	0:00:00	2.305	17.718	25.488	2627.0
6.6.2013	0:00:00	16.374	17.602	22.317	2345.0
7.6.2013	0:00:00	27.82	18.396	22.739	2046.0
8.6.2013	0:00:00	4.3	17.93	23.665	2198.0
9.6.2013	0:00:00	0.15	17.364	24.617	2153.0
10.6.2013	0:00:00	11.883	17.929	23.907	1807.0
11.6.2013	0:00:00	0.319	17.854	23.62	1922.0
12.6.2013	0:00:00	32.651	18.093	23.51	2023.0
13.6.2013	0:00:00	1.747	18.284	23.353	2736.0
14.6.2013	0:00:00	2.735	17.607	22.424	2730.0
15.6.2013	0:00:00	4.524	17.879	24.715	2688.0
16.6.2013	0:00:00	11.495	18.151	25.897	2554.0
17.6.2013	0:00:00	2.118	18.085	25.667	2433.0
18.6.2013	0:00:00	14.255	18.665	23.722	2345.0
19.6.2013	0:00:00	0.352	18.688	24.479	2136.0
20.6.2013	0:00:00	8.213	18.055	24.554	1922.0
21.6.2013	0:00:00	2.487	17.049	23.914	2113.0
22.6.2013	0:00:00	0.06	17.642	25.419	1933.0
23.6.2013	0:00:00	2.879	18.997	24.273	1548.0
24.6.2013	0:00:00	2.851	18.944	24.495	1324.0
25.6.2013	0:00:00	0.809	17.435	24.56	1267.0
26.6.2013	0:00:00	1.614	18.523	26.443	1221.0
27.6.2013	0:00:00	0.369	18.235	24.243	1164.0
28.6.2013	0:00:00	47.504	17.656	24.799	1125.0
29.6.2013	0:00:00	0.618	16.72	25.493	1256.0
30.6.2013	0:00:00	12.428	17.932	23.621	1242.0
1.7.2013	0:00:00	35.691	18.087	22.246	1240.0
2.7.2013	0:00:00	0.0	17.32	24.729	1813.0
3.7.2013	0:00:00	0.0	16.249	25.987	1777.0
4.7.2013	0:00:00	0.0	16.397	25.753	1481.0
5.7.2013	0:00:00	21.991	17.486	22.536	1244.0
6.7.2013	0:00:00	0.0	17.584	25.065	1540.0
7.7.2013	0:00:00	0.0	16.524	24.763	1596.0
8.7.2013	0:00:00	4.017	17.938	25.373	1356.0
9.7.2013	0:00:00	52.878	17.09	22.432	1232.0
10.7.2013	0:00:00	6.141	18.068	23.189	1935.0
11.7.2013	0:00:00	9.612	17.833	25.274	1985.0
12.7.2013	0:00:00	28.298	17.847	23.991	2179.0
13.7.2013	0:00:00	7.213	16.953	24.182	2242.0
14.7.2013	0:00:00	0.0	16.902	24.844	2005.0
15.7.2013	0:00:00	28.953	17.85	21.946	1760.0
16.7.2013	0:00:00	4.803	17.726	23.267	2722.0
17.7.2013	0:00:00	1.091	18.366	22.949	2930.0
18.7.2013	0:00:00	3.687	17.31	24.917	2738.0
19.7.2013	0:00:00	45.401	18.343	22.625	2803.0
20.7.2013	0:00:00	20.571	16.671	21.971	2760.0
21.7.2013	0:00:00	8.652	17.085	24.4	2718.0
22.7.2013	0:00:00	0.419	17.934	25.541	2845.0
23.7.2013	0:00:00	46.706	18.109	22.155	2791.0
24.7.2013	0:00:00	0.0	17.17	24.431	2754.0
25.7.2013	0:00:00	4.06	17.941	21.766	2639.0
26.7.2013	0:00:00	0.232	17.195	20.521	2530.0
27.7.2013	0:00:00	0.0	16.368	22.411	3057.0
28.7.2013	0:00:00	0.0	17.245	21.845	2969.0
29.7.2013	0:00:00	0.0	16.807	22.715	2596.0
30.7.2013	0:00:00	0.045	16.965	22.696	2403.0
31.7.2013	0:00:00	3.561	17.663	24.622	2034.0
1.8.2013	0:00:00	6.262	17.006	22.583	1961.0
2.8.2013	0:00:00	23.038	17.879	24.005	2119.0
3.8.2013	0:00:00	1.776	18.094	24.6	1843.0
4.8.2013	0:00:00	3.435	17.286	24.137	1720.0
5.8.2013	0:00:00	0.408	17.405	25.58	1588.0
6.8.2013	0:00:00	2.716	18.89	25.642	1806.0
7.8.2013	0:00:00	12.298	17.171	22.578	1775.0
8.8.2013	0:00:00	0.016	16.848	25.746	2530.0
9.8.2013	0:00:00	10.022	17.545	25.7	2271.0
10.8.2013	0:00:00	37.674	18.423	25.105	2147.0
11.8.2013	0:00:00	24.993	17.834	23.939	2130.0
12.8.2013	0:00:00	10.998	18.023	25.491	2474.0
13.8.2013	0:00:00	19.456	17.899	25.085	2742.0
14.8.2013	0:00:00	17.944	18.885	24.64	2566.0
15.8.2013	0:00:00	1.752	18.63	23.609	2328.0
16.8.2013	0:00:00	10.883	17.852	25.223	2544.0
17.8.2013	0:00:00	0.04	18.375	23.38	2779.0
18.8.2013	0:00:00	7.419	17.879	22.727	2511.0
19.8.2013	0:00:00	5.847	18.039	22.655	2181.0
20.8.2013	0:00:00	2.51	18.964	23.188	2074.0
21.8.2013	0:00:00	5.195	18.116	24.533	1967.0
22.8.2013	0:00:00	4.946	18.518	25.846	1899.0
23.8.2013	0:00:00	2.143	17.07	24.593	1822.0
24.8.2013	0:00:00	8.657	18.099	24.477	1647.0
25.8.2013	0:00:00	15.82	19.316	23.098	1584.0
26.8.2013	0:00:00	22.928	17.458	23.781	1536.0
27.8.2013	0:00:00	0.0	17.176	23.783	1638.0
28.8.2013	0:00:00	6.737	18.094	23.214	1489.0
29.8.2013	0:00:00	2.299	17.837	20.615	1484.0
30.8.2013	0:00:00	0.0	17.289	21.923	2339.0
31.8.2013	0:00:00	0.064	17.512	25.111	1989.0
1.9.2013	0:00:00	0.843	17.239	25.273	1766.0
2.9.2013	0:00:00	0.0	15.648	26.516	1584.0
3.9.2013	0:00:00	7.09	16.193	25.691	1391.0
4.9.2013	0:00:00	17.712	17.009	24.172	1242.0
5.9.2013	0:00:00	6.704	17.718	23.903	1249.0
6.9.2013	0:00:00	2.278	17.857	25.376	1352.0
7.9.2013	0:00:00	1.069	17.552	25.574	1398.0
8.9.2013	0:00:00	18.758	17.508	24.006	1253.0
9.9.2013	0:00:00	20.46	18.17	22.991	1337.0
10.9.2013	0:00:00	0.0	17.131	25.4	1863.0
11.9.2013	0:00:00	0.224	18.085	24.723	2096.0
12.9.2013	0:00:00	0.201	16.636	26.306	1930.0
13.9.2013	0:00:00	2.558	18.252	26.072	1544.0
14.9.2013	0:00:00	28.847	18.292	24.907	1316.0
15.9.2013	0:00:00	17.346	18.949	23.646	1436.0
16.9.2013	0:00:00	4.145	18.094	25.211	1747.0
17.9.2013	0:00:00	16.953	18.459	22.933	2062.0
18.9.2013	0:00:00	7.042	17.733	24.778	1936.0
19.9.2013	0:00:00	6.975	18.319	24.875	1828.0
20.9.2013	0:00:00	10.678	17.689	25.666	1957.0
21.9.2013	0:00:00	0.034	16.182	27.176	2026.0
22.9.2013	0:00:00	13.519	17.975	24.549	1817.0
23.9.2013	0:00:00	7.006	19.183	25.797	1603.0
24.9.2013	0:00:00	3.568	17.941	25.547	1354.0
25.9.2013	0:00:00	2.638	17.952	24.575	1324.0
26.9.2013	0:00:00	14.73	18.024	25.163	1341.0
27.9.2013	0:00:00	4.879	18.065	24.955	1338.0
28.9.2013	0:00:00	0.416	17.688	26.526	1439.0
29.9.2013	0:00:00	20.079	18.319	23.836	1425.0
30.9.2013	0:00:00	0.0	17.661	26.82	1587.0
1.10.2013	0:00:00	16.884	16.969	25.618	1560.0
2.10.2013	0:00:00	5.14	18.146	25.374	1473.0
3.10.2013	0:00:00	0.753	17.712	25.678	1615.0
4.10.2013	0:00:00	35.491	17.914	24.992	1611.0
5.10.2013	0:00:00	0.056	17.699	26.188	2423.0
6.10.2013	0:00:00	0.215	16.773	26.093	2238.0
7.10.2013	0:00:00	1.998	17.355	24.636	1620.0
8.10.2013	0:00:00	3.252	17.848	24.57	1311.0
9.10.2013	0:00:00	0.579	16.808	25.636	1270.0
10.10.2013	0:00:00	1.354	17.615	25.092	1137.0
11.10.2013	0:00:00	5.747	17.955	24.989	989.0
12.10.2013	0:00:00	6.026	19.108	25.616	987.0
13.10.2013	0:00:00	20.44	18.68	25.221	1094.0
14.10.2013	0:00:00	25.088	18.752	23.448	1551.0
15.10.2013	0:00:00	1.241	17.163	27.215	1787.0
16.10.2013	0:00:00	13.346	17.73	22.232	1819.0
17.10.2013	0:00:00	12.714	17.408	26.259	1759.0
18.10.2013	0:00:00	0.0	17.46	26.845	2064.0
19.10.2013	0:00:00	0.063	17.029	27.01	2024.0
20.10.2013	0:00:00	2.093	16.655	26.004	1539.0
21.10.2013	0:00:00	2.456	18.399	26.254	1207.0
22.10.2013	0:00:00	2.25	19.159	25.655	1055.0
23.10.2013	0:00:00	7.966	18.402	25.089	985.0
24.10.2013	0:00:00	0.891	17.752	26.154	887.2
25.10.2013	0:00:00	0.056	17.568	26.344	881.2
26.10.2013	0:00:00	0.0	16.482	26.509	885.3
27.10.2013	0:00:00	0.03	16.866	26.251	818.2
28.10.2013	0:00:00	0.387	18.899	26.82	695.8
29.10.2013	0:00:00	14.132	18.702	25.791	658.5
30.10.2013	0:00:00	8.886	17.958	26.255	773.6
31.10.2013	0:00:00	12.646	19.295	23.628	793.1
1.11.2013	0:00:00	2.311	17.917	25.717	845.0
2.11.2013	0:00:00	13.404	18.352	25.849	821.9
3.11.2013	0:00:00	20.357	18.736	25.909	786.2
4.11.2013	0:00:00	64.543	18.687	21.562	1476.0
5.11.2013	0:00:00	7.58	18.38	25.295	2570.0
6.11.2013	0:00:00	22.116	19.139	24.735	2749.0
7.11.2013	0:00:00	8.785	18.682	24.617	3090.0
8.11.2013	0:00:00	17.66	18.966	25.391	3098.0
9.11.2013	0:00:00	3.118	18.525	26.023	2915.0
10.11.2013	0:00:00	16.522	18.974	24.054	2689.0
11.11.2013	0:00:00	2.988	18.942	26.088	2694.0
12.11.2013	0:00:00	0.0	18.737	25.69	2430.0
13.11.2013	0:00:00	0.775	17.657	26.25	2051.0
14.11.2013	0:00:00	18.965	17.382	25.063	1634.0
15.11.2013	0:00:00	6.758	18.589	24.591	1602.0
16.11.2013	0:00:00	1.148	18.334	26.618	2000.0
17.11.2013	0:00:00	0.145	17.818	26.931	1775.0
18.11.2013	0:00:00	9.25	18.852	25.763	1516.0
19.11.2013	0:00:00	15.386	17.899	25.833	1809.0
20.11.2013	0:00:00	18.391	18.783	25.458	1652.0
21.11.2013	0:00:00	4.022	17.948	26.783	1449.0
22.11.2013	0:00:00	5.266	18.615	25.659	1584.0
23.11.2013	0:00:00	2.974	17.467	25.989	1676.0
24.11.2013	0:00:00	1.95	18.462	24.99	1556.0
25.11.2013	0:00:00	0.538	18.737	25.79	1240.0
26.11.2013	0:00:00	3.465	18.144	26.732	1139.0
27.11.2013	0:00:00	16.152	17.966	26.272	1045.0
28.11.2013	0:00:00	14.094	18.779	25.166	1230.0
29.11.2013	0:00:00	0.195	18.629	25.094	1285.0
30.11.2013	0:00:00	0.049	17.795	25.011	1259.0
1.12.2013	0:00:00	0.101	18.966	25.69	1103.0
2.12.2013	0:00:00	14.096	19.127	24.455	940.4
3.12.2013	0:00:00	5.382	18.195	23.911	976.9
4.12.2013	0:00:00	6.398	17.916	26.271	1069.0
5.12.2013	0:00:00	21.357	18.191	25.07	982.3
6.12.2013	0:00:00	13.783	17.89	26.506	986.0
7.12.2013	0:00:00	1.265	18.175	24.777	1153.0
8.12.2013	0:00:00	1.645	18.443	25.297	970.8
9.12.2013	0:00:00	0.0	18.297	25.795	923.7
10.12.2013	0:00:00	0.0	18.325	26.556	885.5
11.12.2013	0:00:00	0.23	17.782	26.174	801.5
12.12.2013	0:00:00	23.417	18.57	24.85	846.7
